what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316624556843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316624565703
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316624565828
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316624581234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316624584765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316624585234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316624587843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316624590796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316624607343
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316624614968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316624634359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316624672281
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1316624673859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316624692468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316624700000
